ticker,ref_date,price_open,price_high,price_low,price_close,volume,price_adjusted,ret_adjusted_prices,ret_closing_prices,cumret_adjusted_prices
B3SA3.SA,2018-01-02,7.63,7.78,7.603333,7.636666,2.90133E7,6.373042,null,null,1.0
B3SA3.SA,2018-01-03,7.583333,7.806666,7.56,7.766666,1.89201E7,6.48153,0.016879686992171686,0.016879865567464063,1.0168796869921717
B3SA3.SA,2018-01-04,7.79,7.866666,7.756666,7.816666,1.69653E7,6.523257,0.006417197481901076,0.006417134869696955,1.0232968844740729
B3SA3.SA,2018-01-05,7.8,7.93,7.776666,7.93,2.19648E7,6.617838,0.014394939417988717,0.014394914710428126,1.0376918238920614
B3SA3.SA,2018-01-08,7.916666,8.06,7.83,7.966666,2.07756E7,6.648438,0.004613209354051885,0.00461305094058691,1.0423050332461135
B3SA3.SA,2018-01-09,8.03,8.03,7.81,7.853333,2.64009E7,6.553858,-0.014328055975557695,-0.014328058916889772,1.0279769772705556
B3SA3.SA,2018-01-10,7.783333,7.833333,7.73,7.783333,1.53984E7,6.49544,-0.008953491637039781,-0.008953375050210478,1.0190234856335159
B3SA3.SA,2018-01-11,7.833333,7.91,7.75,7.91,2.11974E7,6.601148,0.01614318105381975,0.016143129159319345,1.0351666666873356
B3SA3.SA,2018-01-12,7.88,7.9,7.776666,7.87,1.64379E7,6.567767,-0.005069676810194248,-0.005069719350250622,1.0300969898771415
B3SA3.SA,2018-01-15,7.916666,7.93,7.84,7.893333,1.7349E7,6.587239,0.0029603960987869,0.0029604166886527524,1.0330573859759282
B3SA3.SA,2018-01-16,7.9,7.963333,7.863333,7.946666,1.52271E7,6.631745,0.006733674564879795,0.006733990518453749,1.039791060540808
B3SA3.SA,2018-01-17,7.933333,8.033333,7.89,8.013333,2.67111E7,6.687383,0.008354649587887477,0.008354309765140074,1.0481457101286955
B3SA3.SA,2018-01-18,7.98,8.116666,7.966666,8.106666,2.56425E7,6.765272,0.011579851020020694,0.0115799067914528,1.0597255611487162
B3SA3.SA,2018-01-19,8.163333,8.3,8.11,8.293333,4.18014E7,6.921052,0.02276531343462395,0.022765252816931127,1.0824908745833401
B3SA3.SA,2018-01-22,8.293333,8.323333,8.13,8.25,2.60796E7,6.884888,-0.005238916395956549,-0.0052387386633526364,1.0772519581873836
B3SA3.SA,2018-01-23,8.26,8.263333,8.03,8.193333,3.00468E7,6.837599,-0.006892218181151057,-0.0068924255602937435,1.0703597400062326
B3SA3.SA,2018-01-24,8.233333,8.626666,8.183333,8.623333,4.84242E7,7.196447,0.05115078538278542,0.05115089408871893,1.121510525389018
B3SA3.SA,2018-01-25,8.623333,8.623333,8.623333,8.623333,0.0,7.196447,0.0,0.0,1.121510525389018
B3SA3.SA,2018-01-26,8.686666,9.016666,8.506666,8.783333,5.88879E7,7.329971,0.01838412754464154,0.01838427949358189,1.1398946529336595
B3SA3.SA,2018-01-29,8.756666,8.796666,8.61,8.796666,2.66367E7,7.341099,0.0015169993918727439,0.0015168376922404978,1.1414116523255322
B3SA3.SA,2018-01-30,8.723333,8.79,8.606666,8.733333,3.00837E7,7.288247,-0.007225508227243857,-0.007225702129835621,1.1341861440982886
B3SA3.SA,2018-01-31,8.836666,8.846666,8.646666,8.693333,3.30024E7,7.254863,-0.0045910480823157344,-0.004590673884218255,1.1295950960159726
B3SA3.SA,2018-02-01,8.7,8.8,8.623333,8.756666,4.02549E7,7.307718,0.007259047293043384,0.00725882885008168,1.136854143309016
B3SA3.SA,2018-02-02,8.57,8.756666,8.546666,8.666666,2.1531E7,7.232611,-0.010330944781661987,-0.010331066466572886,1.126523198527354
B3SA3.SA,2018-02-05,8.546666,8.603333,8.303333,8.303333,3.89919E7,6.929398,-0.042827164398995275,-0.04282717196883408,1.0836960341283588
B3SA3.SA,2018-02-06,8.186666,8.456666,8.153333,8.33,5.5308E7,6.951652,0.0032063884311310372,0.0032064557172929503,1.0869024225594899
